issue_id,title,description,issue_type,priority,status,story_points,duration_days,created_date,due_date,assignee,project
PROJ-1418,Add multi-language support for payment,New feature request from stakeholders: activity feed capability in inventory. Should support bulk operations and uploading files.,Feature,High,To Do,6,37,2024-06-08,2024-07-15,user_11,Project-Alpha
PROJ-1419,Build kanban reporting engine,New feature request from stakeholders: notifications capability in auth. Should support bulk operations and loading dashboard.,Feature,Medium,Done,8,39,2024-12-21,2025-01-29,user_19,Project-Epsilon
PROJ-1420,Configure Kubernetes deployment for sprint planning,"Create reliable deployment infrastructure for settings. Include health checks, resource limits, and monitoring integration.",Devops,Medium,To Do,4,23,2024-02-12,2024-03-06,user_17,Project-Beta
PROJ-1421,Create notification style guide,Redesign the activity feed experience to improve usability. Conduct user research and create wireframes before final design.,Design,Low,Done,6,32,2025-01-13,2025-02-14,user_15,Project-Zeta
PROJ-1422,Build notifications modal dialog,"Frontend implementation: Build the user management component for auth. Must be reusable, accessible (WCAG 2.1), and work across all supported browsers.",Frontend,High,In Review,7,26,2025-03-04,2025-03-30,user_14,Project-Eta
PROJ-1423,Implement inventory rate limiting,Create the server-side logic for comments in user. Follow RESTful conventions and include Swagger documentation.,Backend,High,To Do,7,28,2024-08-25,2024-09-22,user_16,Project-Epsilon
PROJ-1424,Create dashboard GraphQL schema,"Implement calendar backend with proper separation of concerns. Include service layer, repository pattern, and unit tests.",Backend,Highest,In Progress,5,24,2024-01-07,2024-01-31,user_15,Project-Eta
PROJ-1425,Implement role-based access for comments,Product requirement: Build a comprehensive backlog system integrated with profile. Must support generating reports with proper validation and error handling.,Feature,Medium,Done,5,33,2024-05-16,2024-06-18,user_9,Project-Eta
PROJ-1426,Fix data loss when submitting forms,"The comments feature fails silently when filtering results. No error logs are generated, making debugging difficult.",Bug,High,To Do,2,15,2024-12-10,2024-12-25,user_3,Project-Alpha
PROJ-1427,Archive old kanban records,Sprint task: Complete saving data for search. Coordinate with the team for any blocking dependencies.,Task,Medium,To Do,2,14,2024-01-30,2024-02-13,user_20,Project-Beta
PROJ-1428,Create database migration for project,Build a scalable user management API endpoint. Must handle concurrent requests and include proper logging.,Backend,Highest,To Do,2,15,2024-12-04,2024-12-19,user_15,Project-Epsilon
PROJ-1429,Implement data export scheduling system,"As a user, I want to saving data so that I can improve my workflow. Acceptance criteria: 1) notifications is accessible from notification 2) Data is persisted correctly 3) UI updates in real-time.",Feature,Medium,To Do,8,36,2024-01-31,2024-03-07,user_9,Project-Gamma
PROJ-1430,Update typography system for project,Visual design task: Update reporting in project to match the new brand guidelines. Deliver in Figma with proper component structure.,Design,Low,In Progress,3,21,2024-11-25,2024-12-16,user_15,Project-Epsilon
PROJ-1431,Build user management notification system,New feature request from stakeholders: data export capability in user. Should support bulk operations and updating profile.,Feature,Medium,Done,6,39,2024-01-01,2024-02-09,user_13,Project-Epsilon
PROJ-1432,Fix memory leak in dashboard service,Intermittent UI freeze reported by multiple users when deleting records. Stack trace points to analytics handler.,Bug,High,Done,5,18,2024-01-02,2024-01-20,user_16,Project-Beta
PROJ-1433,Fix duplicate entries in data export,Intermittent UI freeze reported by multiple users when uploading files. Stack trace points to user handler.,Bug,High,Done,4,17,2025-05-06,2025-05-23,user_3,Project-Theta
PROJ-1434,Design responsive layout for search,"Create high-fidelity mockups for the activity feed module. Include hover states, loading states, and error states.",Design,Medium,To Do,7,25,2024-07-02,2024-07-27,user_3,Project-Theta
PROJ-1435,Create task board sidebar navigation,Implement the client-side logic for backlog. Use existing design tokens and component library. Include unit tests.,Frontend,Medium,In Progress,6,20,2024-09-12,2024-10-02,user_1,Project-Alpha
PROJ-1436,Implement role-based access for timeline,New feature request from stakeholders: permissions capability in inventory. Should support bulk operations and syncing data.,Feature,Medium,To Do,8,46,2024-04-29,2024-06-14,user_2,Project-Gamma
PROJ-1437,Create inventory GraphQL schema,Build a scalable reporting API endpoint. Must handle concurrent requests and include proper logging.,Backend,High,To Do,9,35,2024-02-19,2024-03-25,user_20,Project-Gamma
PROJ-1438,Redesign project navigation menu,"Create high-fidelity mockups for the notifications module. Include hover states, loading states, and error states.",Design,Highest,Done,5,17,2025-03-03,2025-03-20,user_11,Project-Beta
PROJ-1439,Create reporting template system,We need to implement user management in the auth module. This will allow users to uploading files and significantly improve productivity.,Feature,Medium,To Do,6,31,2024-07-31,2024-08-31,user_12,Project-Gamma
PROJ-1440,Create sprint security documentation,"Write detailed documentation for reporting including setup instructions, configuration options, and common pitfalls.",Docs,High,In Progress,2,13,2024-01-04,2024-01-17,user_3,Project-Epsilon
PROJ-1441,Resolve login failure on mobile,"After the recent deployment, sprint planning is throwing unexpected behavior. The root cause appears to be in the payment service layer.",Bug,Medium,In Progress,3,23,2024-12-20,2025-01-12,user_20,Project-Gamma
PROJ-1442,Document user management testing strategy,"Create user-facing documentation for user management. Must be clear, concise, and include screenshots where applicable.",Docs,Low,Done,4,23,2025-03-17,2025-04-09,user_15,Project-Delta
PROJ-1443,Add search search and filter,New feature request from stakeholders: reporting capability in analytics. Should support bulk operations and filtering results.,Feature,Medium,In Progress,11,52,2024-07-05,2024-08-26,user_7,Project-Eta
PROJ-1444,Build file upload file storage service,"Backend development: Implement the kanban service in workflow. Include proper error handling, input validation, and database transactions.",Backend,Medium,Done,7,44,2024-09-05,2024-10-19,user_3,Project-Delta
PROJ-1445,Fix data loss when exporting reports,"After the recent deployment, notifications is throwing unexpected behavior. The root cause appears to be in the sprint service layer.",Bug,Medium,To Do,5,16,2024-05-01,2024-05-17,user_7,Project-Eta
PROJ-1446,Implement sprint planning export to CSV,We need to implement data export in the sprint module. This will allow users to generating reports and significantly improve productivity.,Feature,Highest,In Review,6,31,2024-07-10,2024-08-10,user_15,Project-Delta
PROJ-1447,Add drag-and-drop to search,"As a user, I want to uploading files so that I can improve my workflow. Acceptance criteria: 1) reporting is accessible from notification 2) Data is persisted correctly 3) UI updates in real-time.",Feature,High,To Do,9,42,2024-03-28,2024-05-09,user_8,Project-Epsilon
PROJ-1448,Implement task database connection pooling,Build a scalable backlog API endpoint. Must handle concurrent requests and include proper logging.,Backend,Highest,Done,6,20,2024-10-29,2024-11-18,user_15,Project-Epsilon
PROJ-1449,Implement backlog for dashboard,We need to implement data export in the workflow module. This will allow users to generating reports and significantly improve productivity.,Feature,Low,To Do,10,57,2024-08-01,2024-09-27,user_2,Project-Theta
PROJ-1450,Implement SSO for user,"As a user, I want to submitting forms so that I can improve my workflow. Acceptance criteria: 1) sprint planning is accessible from analytics 2) Data is persisted correctly 3) UI updates in real-time.",Feature,Medium,To Do,12,54,2024-01-07,2024-03-01,user_7,Project-Gamma
PROJ-1451,Design notification dark mode theme,Redesign the activity feed experience to improve usability. Conduct user research and create wireframes before final design.,Design,Medium,In Progress,6,21,2024-01-13,2024-02-03,user_15,Project-Gamma
PROJ-1452,Set up secrets management for task,DevOps task: Set up infrastructure for comments in profile. Must follow security best practices and be documented in the runbook.,Devops,Low,Done,5,34,2024-09-28,2024-11-01,user_10,Project-Eta
PROJ-1453,Create dashboard contribution guidelines,"Documentation task: Write comprehensive docs for data export in billing. Include code examples, diagrams, and troubleshooting tips.",Docs,Highest,To Do,1,10,2024-07-05,2024-07-15,user_4,Project-Eta
PROJ-1454,Reorganize analytics file structure,Routine maintenance task: submitting forms in the payment module. Ensure all tests pass after changes.,Task,High,In Progress,2,19,2024-10-03,2024-10-22,user_16,Project-Delta
PROJ-1455,Design timeline empty state illustrations,Redesign the user management experience to improve usability. Conduct user research and create wireframes before final design.,Design,High,To Do,3,21,2024-09-13,2024-10-04,user_16,Project-Epsilon
PROJ-1456,Add multi-language support for billing,"As a user, I want to filtering results so that I can improve my workflow. Acceptance criteria: 1) data export is accessible from report 2) Data is persisted correctly 3) UI updates in real-time.",Feature,Low,In Progress,8,36,2024-03-25,2024-04-30,user_4,Project-Gamma
PROJ-1457,Build permissions reporting engine,Product requirement: Build a comprehensive comments system integrated with report. Must support syncing data with proper validation and error handling.,Feature,Low,In Review,12,52,2024-08-03,2024-09-24,user_1,Project-Epsilon
PROJ-1458,Create task board sidebar navigation,Build timeline with proper error boundaries and loading states. Follow atomic design principles.,Frontend,High,To Do,6,23,2024-12-22,2025-01-14,user_15,Project-Epsilon
PROJ-1459,Create data export template system,We need to implement timeline in the analytics module. This will allow users to loading dashboard and significantly improve productivity.,Feature,High,To Do,10,40,2024-05-25,2024-07-04,user_6,Project-Gamma
PROJ-1460,Build notification health check endpoint,"Backend development: Implement the timeline service in user. Include proper error handling, input validation, and database transactions.",Backend,Low,In Progress,7,36,2024-07-08,2024-08-13,user_7,Project-Alpha
PROJ-1461,Implement reporting search indexing,Create the server-side logic for data export in project. Follow RESTful conventions and include Swagger documentation.,Backend,High,To Do,6,24,2024-03-15,2024-04-08,user_11,Project-Gamma
PROJ-1462,Update dashboard configuration settings,Sprint task: Complete loading dashboard for data export. Coordinate with the team for any blocking dependencies.,Task,Low,In Review,7,26,2025-02-13,2025-03-11,user_11,Project-Beta
